name,tm_id,team,position,nationality,market_value_eur
Ermedin Demirovic,335457,Stuttgart,Delantero centro,VfB Stuttgart,22000000.0
Deniz Undav,339314,Stuttgart,Delantero centro,VfB Stuttgart,20000000.0
Wahid Faghir,610431,Stuttgart,Delantero centro,Vejle Boldklub,700000.0
Eliot Bujupi,907483,Stuttgart,Delantero centro,KVC Westerlo,500000.0
Thomas Kastanaras,675565,Stuttgart,Delantero centro,FC Augsburgo,400000.0
Kamil Grabara,346551,Wolfsburg,Portero,VfL Wolfsburgo,14000000.0
Marius Müller,118161,Wolfsburg,Portero,VfL Wolfsburgo,1500000.0
Pavao Pervan,51977,Wolfsburg,Portero,VfL Wolfsburgo,300000.0
Niklas Klinger,192268,Wolfsburg,Portero,SV Blau-Weiß Rühen,100000.0
Maxence Lacroix,434224,Wolfsburg,Defensa central,Crystal Palace,25000000.0
Konstantinos Koulierakis,669380,Wolfsburg,Defensa central,VfL Wolfsburgo,25000000.0
Cédric Zesiger,382478,Wolfsburg,Defensa central,FC Augsburgo,7000000.0
Denis Vavro,239962,Wolfsburg,Defensa central,VfL Wolfsburgo,7000000.0
Sebastiaan Bornauw,338629,Wolfsburg,Defensa central,Leeds United,6000000.0
Moritz Jenz,460245,Wolfsburg,Defensa central,VfL Wolfsburgo,5000000.0
David Odogu,897423,Wolfsburg,Defensa central,AC Milan,1500000.0
Mathys Angély,1075579,Wolfsburg,Defensa central,RSC Anderlecht,600000.0
Till Neininger,1070022,Wolfsburg,Defensa central,VfL Wolfsburg U19,
Joakim Maehle,369674,Wolfsburg,Lateral izquierdo,VfL Wolfsburgo,14000000.0
Nicolas Cozza,485965,Wolfsburg,Lateral izquierdo,FC Nantes,3500000.0
Rogério,401527,Wolfsburg,Lateral izquierdo,VfL Wolfsburgo,2500000.0
Ridle Baku,327251,Wolfsburg,Lateral derecho,RB Leipzig,9000000.0
Kilian Fischer,435796,Wolfsburg,Lateral derecho,VfL Wolfsburgo,6000000.0
Mads Roerslev,391005,Wolfsburg,Lateral derecho,Southampton FC,6000000.0
Jan Bürger,1009440,Wolfsburg,Lateral derecho,VfL Wolfsburgo,
Salih Özcan,244940,Wolfsburg,Pivote,Borussia Dortmund,4000000.0
Mattias Svanberg,342405,Wolfsburg,Mediocentro,VfL Wolfsburgo,12000000.0
Aster Vranckx,503881,Wolfsburg,Mediocentro,US Sassuolo,7000000.0
Maximilian Arnold,117674,Wolfsburg,Mediocentro,VfL Wolfsburgo,5000000.0
Yannick Gerhardt,119277,Wolfsburg,Mediocentro,VfL Wolfsburgo,2500000.0
Kevin Paredes,711517,Wolfsburg,Interior izquierdo,VfL Wolfsburgo,7500000.0
Lovro Majer,387106,Wolfsburg,Mediocentro ofensivo,VfL Wolfsburgo,17000000.0
Bence Dárdai,789252,Wolfsburg,Mediocentro ofensivo,VfL Wolfsburgo,12000000.0
Jakub Kamiński,407098,Wolfsburg,Extremo izquierdo,FC Colonia,5000000.0
Patrick Wimmer,533295,Wolfsburg,Extremo derecho,VfL Wolfsburgo,15000000.0
Andreas Skov Olsen,432982,Wolfsburg,Extremo derecho,Rangers FC,14000000.0
Bennit Bröger,897479,Wolfsburg,Extremo derecho,SC Paderborn 07,500000.0
Mohamed Amoura,746910,Wolfsburg,Delantero centro,VfL Wolfsburgo,32000000.0
Tiago Tomás,616344,Wolfsburg,Delantero centro,VfB Stuttgart,12000000.0
Jonas Wind,391004,Wolfsburg,Delantero centro,VfL Wolfsburgo,12000000.0
Lukas Nmecha,314288,Wolfsburg,Delantero centro,Leeds United,3000000.0
Kevin Behrens,117432,Wolfsburg,Delantero centro,FC Lugano,1000000.0
Bartosz Bialek,535551,Wolfsburg,Delantero centro,SV Darmstadt 98,800000.0
Jonathan Akaegbobi,905404,Wolfsburg,Delantero centro,VfL Bochum II,
Marcel Lotka,453737,Freiburg,Portero,Fortuna Düsseldorf,800000.0
Silas Ostrzinski,684116,Freiburg,Portero,Borussia Dortmund,200000.0
Tiago Estêvão,541836,Freiburg,Portero,SKU Amstetten,75000.0
Leon Klußmann,387708,Freiburg,Portero,Sin equipo,
Robin Lisewski,884818,Freiburg,Portero,1. FC Núremberg​,
Filippo Mane,883007,Freiburg,Defensa central,Borussia Dortmund,600000.0
Yannik Lührs,627356,Freiburg,Defensa central,TSG 1899 Hoffenheim II,600000.0
Ben Hüning,922877,Freiburg,Defensa central,Rot-Weiss Essen,300000.0
David Lelle,574199,Freiburg,Defensa central,Aris Limassol,200000.0
Felix Irorere,472224,Freiburg,Defensa central,Sin equipo,100000.0
Elias Benkara,931668,Freiburg,Defensa central,Borussia Dortmund II,
Almugera Kabar,884820,Freiburg,Lateral izquierdo,Borussia Dortmund,1000000.0
Guille Bueno,854079,Freiburg,Lateral izquierdo,Real Valladolid CF,800000.0
Prince Aning,646701,Freiburg,Lateral izquierdo,Borussia Dortmund II,300000.0
Niklas Jessen,574197,Freiburg,Lateral derecho,MSV Duisburg,225000.0
Patrick Göbel,94116,Freiburg,Lateral derecho,Borussia Dortmund II,200000.0
Danylo Krevsun,935019,Freiburg,Lateral derecho,Borussia Dortmund II,200000.0
Abdoulaye Kamara,718232,Freiburg,Pivote,1.FC Saarbrücken,700000.0
Ayman Azhil,452068,Freiburg,Pivote,Borussia Dortmund II,700000.0
Tony Reitz,815237,Freiburg,Pivote,Borussia Dortmund II,200000.0
Felix Paschke,690147,Freiburg,Pivote,Borussia Dortmund II,175000.0
Leonardo Posadas,815798,Freiburg,Pivote,Hamburgo II,100000.0
Mussa Kaba,1141179,Freiburg,Pivote,Borussia Dortmund II,
Kjell Wätjen,884810,Freiburg,Mediocentro,VfL Bochum,2500000.0
Franz Roggow,567974,Freiburg,Mediocentro,Hannover 96,700000.0
Nick Cherny,990883,Freiburg,Mediocentro,Borussia Dortmund II,
Baran Moğultay,922892,Freiburg,Interior izquierdo,Alanyaspor,275000.0
Antonio Foti,615036,Freiburg,Mediocentro ofensivo,SC Verl,400000.0
Michael Eberwein,195049,Freiburg,Mediocentro ofensivo,Borussia Dortmund II,300000.0
Julien Duranville,819215,Freiburg,Extremo izquierdo,FC Basilea,8500000.0
Ousmane Diallo,962149,Freiburg,Extremo izquierdo,Borussia Dortmund II,1500000.0
Julian Hettwer,675509,Freiburg,Extremo izquierdo,Fortuna Düsseldorf,1300000.0
Rodney Elongo-Yombo,662808,Freiburg,Extremo izquierdo,1.FC Saarbrücken,400000.0
Cole Campbell,866579,Freiburg,Extremo derecho,TSG 1899 Hoffenheim,1500000.0
Babis Drakas,675612,Freiburg,Extremo derecho,Borussia Dortmund II,200000.0
Justin Butler,453861,Freiburg,Extremo derecho,FC Energie Cottbus,150000.0
Jordi Paulina,1045762,Freiburg,Delantero centro,Fortuna Düsseldorf,250000.0
Paul-Philipp Besong,453783,Freiburg,Delantero centro,Sportfreunde Siegen,225000.0
Oliver Baumann,55089,Hoffenheim,Portero,TSG 1899 Hoffenheim,3000000.0
Luca Philipp,432671,Hoffenheim,Portero,TSG 1899 Hoffenheim,750000.0
Jakob Busk,203411,Hoffenheim,Portero,FC Nordsjælland,250000.0
Lúkas Petersson,718460,Hoffenheim,Portero,TSG 1899 Hoffenheim,250000.0
Benjamin Lade,896350,Hoffenheim,Portero,TSG 1899 Hoffenheim II,
Tim Philipp,923606,Hoffenheim,Portero,TSG 1899 Hoffenheim II,
Leo Østigård,367284,Hoffenheim,Defensa central,Génova,10000000.0
Ozan Kabak,361260,Hoffenheim,Defensa central,TSG 1899 Hoffenheim,5000000.0
Arthur Chaves,875332,Hoffenheim,Defensa central,FC Augsburgo,5000000.0
Robin Hranac,620217,Hoffenheim,Defensa central,TSG 1899 Hoffenheim,3500000.0
Tim Drexler,822958,Hoffenheim,Defensa central,Red Bull Salzburgo,3000000.0
Kevin Akpoguma,160241,Hoffenheim,Defensa central,TSG 1899 Hoffenheim,2500000.0
Stanley Nsoki,371141,Hoffenheim,Defensa central,1.FC Unión Berlín,2500000.0
Attila Szalai,263380,Hoffenheim,Defensa central,Pogon Szczecin,1700000.0
Noah König,685487,Hoffenheim,Defensa central,SpVgg Greuther Fürth,250000.0
David Jurásek,500054,Hoffenheim,Lateral izquierdo,SK Slavia Praga,5000000.0
Hennes Behrens,829838,Hoffenheim,Lateral izquierdo,1.FC Heidenheim 1846,350000.0
Valentin Gendrey,569387,Hoffenheim,Lateral derecho,TSG 1899 Hoffenheim,7000000.0
Luca Erlein,1009442,Hoffenheim,Lateral derecho,TSG 1899 Hoffenheim II,300000.0
Lars Strobl,923608,Hoffenheim,Lateral derecho,TSG 1899 Hoffenheim II,25000.0
Anton Stach,344069,Hoffenheim,Pivote,Leeds United,14000000.0
Florian Grillitsch,195736,Hoffenheim,Pivote,SC Braga,2000000.0
Diadié Samassékou,315604,Hoffenheim,Pivote,Houston Dynamo FC,1000000.0
Tom Bischof,822959,Hoffenheim,Mediocentro,Bayern Múnich,30000000.0
Umut Tohumcu,569031,Hoffenheim,Mediocentro,Holstein Kiel,6000000.0
Grischa Prömel,234029,Hoffenheim,Mediocentro,TSG 1899 Hoffenheim,3000000.0
Dennis Geiger,251309,Hoffenheim,Mediocentro,Aberdeen FC,2000000.0
Finn Becker,334999,Hoffenheim,Mediocentro,1. FC Núremberg​,2000000.0
Luka Duric,685484,Hoffenheim,Mediocentro,TSG 1899 Hoffenheim,250000.0
Pavel Kaderabek,143798,Hoffenheim,Interior derecho,AC Sparta Praga,1700000.0
Alexander Prass,434116,Hoffenheim,Interior izquierdo,TSG 1899 Hoffenheim,5000000.0
Christopher Lenz,159844,Hoffenheim,Interior izquierdo,Fortuna Düsseldorf,500000.0
Andrej Kramaric,46580,Hoffenheim,Mediocentro ofensivo,TSG 1899 Hoffenheim,4000000.0
Julian Justvan,324861,Hoffenheim,Mediocentro ofensivo,1. FC Núremberg​,2200000.0
Florian Micheler,808664,Hoffenheim,Mediocentro ofensivo,TSG 1899 Hoffenheim II,500000.0
Bazoumana Touré,1067904,Hoffenheim,Extremo izquierdo,TSG 1899 Hoffenheim,9000000.0
Jacob Bruun Larsen,293281,Hoffenheim,Extremo izquierdo,Burnley FC,5000000.0
Marius Bülter,116088,Hoffenheim,Extremo izquierdo,FC Colonia,2500000.0
Paul Hennrich,810108,Hoffenheim,Extremo izquierdo,TSG 1899 Hoffenheim II,400000.0
Adam Hlozek,552057,Hoffenheim,Delantero centro,TSG 1899 Hoffenheim,18000000.0
Gift Orban,1018259,Hoffenheim,Delantero centro,Hellas Verona,10000000.0
Max Moerstedt,923595,Hoffenheim,Delantero centro,TSG 1899 Hoffenheim,7000000.0
Mergim Berisha,307924,Hoffenheim,Delantero centro,1.FC Kaiserslautern,3500000.0
Haris Tabakovic,203123,Hoffenheim,Delantero centro,Borussia Mönchengladbach,2500000.0
Erencan Yardımcı,618898,Hoffenheim,Delantero centro,Eintracht Braunschweig,2500000.0
Ihlas Bebou,237164,Hoffenheim,Delantero centro,TSG 1899 Hoffenheim,1000000.0
David Mokwa,974894,Hoffenheim,Delantero centro,SV 07 Elversberg,1000000.0
Simon Kalambayi,997566,Hoffenheim,Delantero centro,Sin equipo,175000.0
Mile Svilar,338670,Roma,Portero,AS Roma,25000000.0
Mathew Ryan,128969,Roma,Portero,Levante UD,2500000.0
Pierluigi Gollini,244192,Roma,Portero,AS Roma,1000000.0
Renato Marin,1041614,Roma,Portero,París Saint-Germain FC,500000.0
Giorgio De Marzi,942004,Roma,Portero,Roma Juvenil 20,
Alessio Marcaccini,1058347,Roma,Portero,Roma Juvenil 20,
Evan Ndicka,371149,Roma,Defensa central,AS Roma,30000000.0
Gianluca Mancini,256448,Roma,Defensa central,AS Roma,15000000.0
Victor Nelsson,422951,Roma,Defensa central,Hellas Verona,10000000.0
Mario Hermoso,281769,Roma,Defensa central,AS Roma,7000000.0
Mats Hummels,39728,Roma,Defensa central,Retirado,2000000.0
Chris Smalling,103427,Roma,Defensa central,Al-Fayha FC,1500000.0
Federico Nardin,1175301,Roma,Defensa central,Roma Juvenil 20,
Angeliño,277179,Roma,Lateral izquierdo,AS Roma,20000000.0
Anass Salah-Eddine,485584,Roma,Lateral izquierdo,PSV Eindhoven,8000000.0
Samuel Dahl,605396,Roma,Lateral izquierdo,SL Benfica,7000000.0
Devyne Rensch,557407,Roma,Lateral derecho,AS Roma,10000000.0
Zeki Çelik,251075,Roma,Lateral derecho,AS Roma,6000000.0
Saud Abdulhamid,631927,Roma,Lateral derecho,RC Lens,3000000.0
Buba Sangaré,962125,Roma,Lateral derecho,Elche CF,1000000.0
Lucas Gourna-Douath,620313,Roma,Pivote,Le Havre AC,8000000.0
Bryan Cristante,199248,Roma,Pivote,AS Roma,7000000.0
Leandro Paredes,166237,Roma,Pivote,CA Boca Juniors,5000000.0
Alessandro Romano,911224,Roma,Pivote,Spezia,500000.0
Manu Koné,624690,Roma,Mediocentro,AS Roma,40000000.0
Enzo Le Fée,633992,Roma,Mediocentro,Sunderland AFC,18000000.0
Niccolò Pisilli,813137,Roma,Mediocentro,AS Roma,13000000.0
Edoardo Bove,562049,Roma,Mediocentro,Watford FC,5000000.0
Alexis Saelemaekers,381950,Roma,Interior derecho,AC Milan,17000000.0
Nicola Zalewski,550108,Roma,Interior izquierdo,Atalanta de Bérgamo,12000000.0
Tommaso Baldanzi,641537,Roma,Mediocentro ofensivo,Génova,12000000.0
Lorenzo Pellegrini,286297,Roma,Mediocentro ofensivo,AS Roma,9000000.0
Stephan El Shaarawy,94529,Roma,Extremo izquierdo,AS Roma,3500000.0
Matías Soulé,668951,Roma,Extremo derecho,AS Roma,30000000.0
João Costa,936536,Roma,Extremo derecho,Al-Ettifaq FC,2800000.0
Paulo Dybala,206050,Roma,Mediapunta,AS Roma,8000000.0
Artem Dovbyk,343537,Roma,Delantero centro,AS Roma,30000000.0
Tammy Abraham,331726,Roma,Delantero centro,Aston Villa,15000000.0
Eldor Shomurodov,358166,Roma,Delantero centro,Basaksehir FK,5000000.0
Christos Mandas,481675,Lazio,Portero,AFC Bournemouth,10000000.0
Ivan Provedel,197929,Lazio,Portero,SS Lazio,3000000.0
Davide Renzetti,918957,Lazio,Portero,AC Bra,100000.0
Alessio Furlanetto,538079,Lazio,Portero,SS Lazio,50000.0
Mario Gila,618341,Lazio,Defensa central,SS Lazio,30000000.0
Alessio Romagnoli,197747,Lazio,Defensa central,SS Lazio,7000000.0
Nicolò Casale,389837,Lazio,Defensa central,Bolonia,6000000.0
Oliver Provstgaard,644408,Lazio,Defensa central,SS Lazio,3500000.0
Samuel Gigot,276896,Lazio,Defensa central,SS Lazio,3000000.0
Patric,126729,Lazio,Defensa central,SS Lazio,2500000.0
Filipe Bordon,1110645,Lazio,Defensa central,FC Südtirol,800000.0
Matteo Zazza,929743,Lazio,Defensa central,ASD Team Altamura,375000.0
Nuno Tavares,535955,Lazio,Lateral izquierdo,SS Lazio,25000000.0
Luca Pellegrini,346567,Lazio,Lateral izquierdo,SS Lazio,3000000.0
Alessandro Milani,883058,Lazio,Lateral izquierdo,US Avellino 1912,250000.0
Manuel Lazzari,331401,Lazio,Lateral derecho,SS Lazio,3500000.0
Adam Marusic,239802,Lazio,Lateral derecho,SS Lazio,3500000.0
Elseid Hysaj,200056,Lazio,Lateral derecho,SS Lazio,1500000.0
Nicolò Rovella,525704,Lazio,Pivote,SS Lazio,30000000.0
Reda Belahyane,982855,Lazio,Pivote,SS Lazio,10000000.0
Danilo Cataldi,199733,Lazio,Pivote,SS Lazio,3500000.0
Marco Nazzaro,929742,Lazio,Pivote,ASD Team Altamura,125000.0
Mattéo Guendouzi,465830,Lazio,Mediocentro,Fenerbahce,32000000.0
Fisayo Dele-Bashiru,530742,Lazio,Mediocentro,SS Lazio,7500000.0
Matías Vecino,143812,Lazio,Mediocentro,RC Celta de Vigo,2000000.0
Gaetano Castrovilli,303116,Lazio,Mediocentro,Cesena FC,1500000.0
Toma Bašić,334835,Lazio,Mediocentro,SS Lazio,800000.0
Jean-Daniel Akpa Akpro,170481,Lazio,Mediocentro,Hellas Verona,500000.0
Cristo Muñoz,834468,Lazio,Mediocentro,Lazio Roma Primavera,250000.0
Leonardo Di Tommaso,929746,Lazio,Mediocentro,Audace Cerignola,225000.0
Arijon Ibrahimovic,744728,Lazio,Mediocentro ofensivo,1.FC Heidenheim 1846,4000000.0
André Anderson,601577,Lazio,Mediocentro ofensivo,Pouso Alegre FC,150000.0
Mattia Zaccagni,283735,Lazio,Extremo izquierdo,SS Lazio,20000000.0
Gustav Isaksen,462823,Lazio,Extremo derecho,SS Lazio,20000000.0
Loum Tchaouna,607226,Lazio,Extremo derecho,Burnley FC,10000000.0
Tijjani Noslin,457736,Lazio,Extremo derecho,SS Lazio,7500000.0
Pedro,65278,Lazio,Extremo derecho,SS Lazio,1000000.0
Taty Castellanos,522784,Lazio,Delantero centro,West Ham United,25000000.0
Boulaye Dia,626913,Lazio,Delantero centro,SS Lazio,15000000.0
Federico Serra,976207,Lazio,Delantero centro,Lazio Roma Primavera,450000.0
Mahamadou Baldé,1054209,Lazio,Delantero centro,CD Tenerife,325000.0
Marco Carnesecchi,459763,Atalanta,Portero,Atalanta de Bérgamo,25000000.0
Juan Musso,242359,Atalanta,Portero,Atlético de Madrid,3500000.0
Rui Patrício,45026,Atalanta,Portero,Retirado,800000.0
Paolo Vismara,650256,Atalanta,Portero,Atalanta Sub-23,700000.0
Matevz Dajcar,704079,Atalanta,Portero,NK Olimpija Ljubljana,100000.0
Francesco Rossi,126634,Atalanta,Portero,Atalanta de Bérgamo,100000.0
Giorgio Scalvini,571604,Atalanta,Defensa central,Atalanta de Bérgamo,35000000.0
Isak Hien,503075,Atalanta,Defensa central,Atalanta de Bérgamo,30000000.0
Odilon Kossounou,644771,Atalanta,Defensa central,Atalanta de Bérgamo,25000000.0
Stefan Posch,223974,Atalanta,Defensa central,1.FSV Mainz 05,8000000.0
Sead Kolasinac,94005,Atalanta,Defensa central,Atalanta de Bérgamo,7000000.0
Ben Godfrey,343475,Atalanta,Defensa central,Brøndby IF,6000000.0
Berat Djimsiti,165513,Atalanta,Defensa central,Atalanta de Bérgamo,6000000.0
Rafael Tolói,72441,Atalanta,Defensa central,São Paulo FC,1400000.0
Relja Obric,940553,Atalanta,Defensa central,Atalanta Sub-23,800000.0
Tommaso Del Lungo,820620,Atalanta,Defensa central,Virtus Entella,500000.0
Pietro Comi,936753,Atalanta,Defensa central,Atalanta Sub-23,250000.0
Pietro Tornaghi,936750,Atalanta,Defensa central,CPR Ospitaletto,200000.0
Matteo Ruggeri,616631,Atalanta,Lateral izquierdo,Atlético de Madrid,16000000.0
Marco Palestra,895937,Atalanta,Lateral derecho,Cagliari,3500000.0
Ibrahim Sulemana,982267,Atalanta,Pivote,Cagliari,7000000.0
Marten de Roon,133179,Atalanta,Pivote,Atalanta de Bérgamo,5000000.0
Éderson,607854,Atalanta,Mediocentro,Atalanta de Bérgamo,50000000.0
Mario Pašalić,205938,Atalanta,Mediocentro,Atalanta de Bérgamo,10000000.0
Marco Brescianini,459128,Atalanta,Mediocentro,Fiorentina,8000000.0
Lorenzo Riccio,954265,Atalanta,Mediocentro,Atalanta Sub-23,950000.0
Alberto Manzoni,936755,Atalanta,Mediocentro,Atalanta Sub-23,900000.0
Federico Steffanoni,1178213,Atalanta,Mediocentro,Atalanta Sub-23,
Raoul Bellanova,357992,Atalanta,Interior derecho,Atalanta de Bérgamo,24000000.0
Davide Zappacosta,173859,Atalanta,Interior derecho,Atalanta de Bérgamo,5000000.0
Juan Cuadrado,91970,Atalanta,Interior derecho,Pisa Sporting Club,1000000.0
Javison Idele,1170813,Atalanta,Interior derecho,Atalanta Sub-23,400000.0
Mitchel Bakker,361065,Atalanta,Interior izquierdo,Atalanta de Bérgamo,7000000.0
Lorenzo Bernasconi,708635,Atalanta,Interior izquierdo,Atalanta de Bérgamo,800000.0
Charles De Ketelaere,435772,Atalanta,Mediocentro ofensivo,Atalanta de Bérgamo,35000000.0
Lazar Samardžić,528833,Atalanta,Mediocentro ofensivo,Atalanta de Bérgamo,17000000.0
Daniel Maldini,539134,Atalanta,Mediocentro ofensivo,SS Lazio,10000000.0
Federico Cassa,1048147,Atalanta,Mediocentro ofensivo,Atalanta Sub-23,800000.0
Ademola Lookman,406040,Atalanta,Extremo izquierdo,Atlético de Madrid,60000000.0
Nicolò Zaniolo,392085,Atalanta,Mediapunta,Udinese,12000000.0
Dominic Vavassori,936739,Atalanta,Mediapunta,Atalanta Sub-23,1500000.0
Mateo Retegui,554903,Atalanta,Delantero centro,Al-Qadsiah FC,45000000.0
Gianluca Scamacca,315867,Atalanta,Delantero centro,Atalanta de Bérgamo,24000000.0
Vanja Vlahović,698546,Atalanta,Delantero centro,Spezia,6000000.0
David de Gea,59377,Fiorentina,Portero,Fiorentina,5000000.0
Tommaso Martinelli,934159,Fiorentina,Portero,UC Sampdoria,1800000.0
Pietro Terracciano,96254,Fiorentina,Portero,AC Milan,1000000.0
Pietro Leonardelli,937631,Fiorentina,Portero,Fiorentina Primavera,125000.0
Pietro Comuzzo,746712,Fiorentina,Defensa central,Fiorentina,25000000.0
Luca Ranieri,346561,Fiorentina,Defensa central,Fiorentina,12000000.0
Marin Pongracic,282144,Fiorentina,Defensa central,Fiorentina,10000000.0
Lucas Martínez Quarta,373373,Fiorentina,Defensa central,CA River Plate,7000000.0
Nicolás Valentini,860992,Fiorentina,Defensa central,Hellas Verona,6000000.0
Pablo Marí,210178,Fiorentina,Defensa central,Al-Hilal SFC,3500000.0
Matías Moreno,1144700,Fiorentina,Defensa central,Levante UD,3400000.0
Eddy Kouadio,957822,Fiorentina,Defensa central,Fiorentina,275000.0
Leonardo Baroncelli,932733,Fiorentina,Defensa central,AS Gubbio 1910,200000.0
Lorenzo Romani,899542,Fiorentina,Defensa central,Calcio Lecco 1912,125000.0
Niccolò Fortini,984964,Fiorentina,Lateral izquierdo,Fiorentina,8500000.0
Robin Gosens,273132,Fiorentina,Lateral izquierdo,Fiorentina,8000000.0
Fabiano Parisi,547985,Fiorentina,Lateral izquierdo,Fiorentina,6000000.0
Cristiano Biraghi,124555,Fiorentina,Lateral izquierdo,Torino FC,1800000.0
Dodô,401529,Fiorentina,Lateral derecho,Fiorentina,24000000.0
Michael Kayode,823486,Fiorentina,Lateral derecho,Brentford FC,18000000.0
Sofyan Amrabat,287579,Fiorentina,Pivote,Real Betis Balompié,17000000.0
Rolando Mandragora,308279,Fiorentina,Pivote,Fiorentina,12000000.0
Yacine Adli,395236,Fiorentina,Pivote,Al-Shabab FC,11000000.0
Danilo Cataldi,199733,Fiorentina,Pivote,SS Lazio,3500000.0
Nicolò Fagioli,432090,Fiorentina,Mediocentro,Fiorentina,18000000.0
Amir Richardson,893675,Fiorentina,Mediocentro,FC Copenhague,8500000.0
Michael Folorunsho,377042,Fiorentina,Mediocentro,Cagliari,6000000.0
Alessandro Bianco,602124,Fiorentina,Mediocentro,PAOK de Salónica FC,5000000.0
Edoardo Bove,562049,Fiorentina,Mediocentro,Watford FC,5000000.0
Cher Ndour,651005,Fiorentina,Mediocentro,Fiorentina,5000000.0
Gino Infantino,831162,Fiorentina,Mediocentro,AA Argentinos Juniors,2000000.0
Jonas Harder,932740,Fiorentina,Mediocentro,Calcio Padova,900000.0
Andrea Colpani,392959,Fiorentina,Mediocentro ofensivo,AC Monza,9500000.0
Antonín Barák,272261,Fiorentina,Mediocentro ofensivo,UC Sampdoria,2500000.0
Tommaso Rubino,866247,Fiorentina,Mediocentro ofensivo,Carrarese Calcio 1908,1200000.0
Riccardo Sottil,386455,Fiorentina,Extremo izquierdo,US Lecce,5000000.0
Josip Brekalo,293169,Fiorentina,Extremo izquierdo,Hertha Berlín,3300000.0
Maat Daniel Caprini,996453,Fiorentina,Extremo izquierdo,Mantova 1911,2000000.0
Jonathan Ikoné,324690,Fiorentina,Extremo derecho,Paris FC,7000000.0
Albert Gudmundsson,305947,Fiorentina,Mediapunta,Fiorentina,18000000.0
Nicolò Zaniolo,392085,Fiorentina,Mediapunta,Udinese,12000000.0
Moise Kean,364135,Fiorentina,Delantero centro,Fiorentina,50000000.0
Lucas Beltrán,628366,Fiorentina,Delantero centro,Valencia CF,18000000.0
Christian Kouamé,337725,Fiorentina,Delantero centro,Aris de Salónica,4000000.0
Vanja Milinković-Savić,257474,Torino,Portero,SSC Nápoles,16000000.0
Mihai Popa,623412,Torino,Portero,CFR Cluj,650000.0
Alberto Paleari,163048,Torino,Portero,Torino FC,500000.0
Francesco Plaia,948047,Torino,Portero,Al-Waab SC,200000.0
Antonio Donnarumma,88685,Torino,Portero,US Salernitana 1919,200000.0
Saúl Coco,588426,Torino,Defensa central,Torino FC,10000000.0
Perr Schuurs,418543,Torino,Defensa central,Sin equipo,5000000.0
Guillermo Maripán,249730,Torino,Defensa central,Torino FC,4000000.0
Alessandro Dellavalle,704825,Torino,Defensa central,Modena FC,3000000.0
Saba Sazonov,655456,Torino,Defensa central,Torino FC,2000000.0
Adam Masina,286949,Torino,Defensa central,Sin equipo,1500000.0
Senan Mullen,983810,Torino,Defensa central,Bohemian Football Club,175000.0
Borna Sosa,293194,Torino,Lateral izquierdo,Crystal Palace,4500000.0
Cristiano Biraghi,124555,Torino,Lateral izquierdo,Torino FC,1800000.0
Sebastian Walukiewicz,345458,Torino,Lateral derecho,US Sassuolo,4500000.0
Mërgim Vojvoda,336125,Torino,Lateral derecho,Como 1907,3000000.0
Marcus Pedersen,583404,Torino,Lateral derecho,Torino FC,3000000.0
Ali Dembélé,1004344,Torino,Lateral derecho,Mantova 1911,900000.0
Brian Bayeye,715470,Torino,Lateral derecho,FC Villefranche-Beaujolais,300000.0
Côme Bianay Balcot,1059298,Torino,Lateral derecho,Mantova 1911,175000.0
Samuele Ricci,467992,Torino,Pivote,AC Milan,30000000.0
Adrien Tamèze,157507,Torino,Pivote,Torino FC,2000000.0
Ivan Ilić,470794,Torino,Mediocentro,Torino FC,16000000.0
Cesare Casadei,622380,Torino,Mediocentro,Torino FC,15000000.0
Gvidas Gineitis,798929,Torino,Mediocentro,Torino FC,6000000.0
Karol Linetty,225873,Torino,Mediocentro,Kocaelispor,1800000.0
Emirhan İlkhan,743091,Torino,Mediocentro,Torino FC,1700000.0
Aaron Ciammaglichella,724108,Torino,Mediocentro,SS Juve Stabia,700000.0
Marco Dalla Vecchia,879868,Torino,Mediocentro,Virtus Entella,250000.0
Raoul Bellanova,357992,Torino,Interior derecho,Atalanta de Bérgamo,24000000.0
Valentino Lazaro,186368,Torino,Interior derecho,Torino FC,4500000.0
Edoardo Zaia,985849,Torino,Interior derecho,Torino Primavera,100000.0
Demyan Yesin,1138724,Torino,Interior derecho,FC Calvi Noale,
Eljif Elmas,400489,Torino,Mediocentro ofensivo,SSC Nápoles,14000000.0
Nikola Vlašić,293200,Torino,Mediocentro ofensivo,Torino FC,8000000.0
Sergiu Perciun,980632,Torino,Mediocentro ofensivo,Torino FC,1500000.0
Krisztofer Horváth,543736,Torino,Mediocentro ofensivo,Újpest FC,1000000.0
Alieu Njie,934527,Torino,Extremo izquierdo,Torino FC,2500000.0
Yann Karamoh,324804,Torino,Extremo izquierdo,FC Oporto,1800000.0
Alessio Cacciamani,1188619,Torino,Extremo izquierdo,SS Juve Stabia,500000.0
Zanos Savva,928900,Torino,Extremo derecho,Torino FC,900000.0
Ché Adams,346779,Torino,Delantero centro,Torino FC,15000000.0
Duván Zapata,73794,Torino,Delantero centro,Torino FC,3500000.0
Antonio Sanabria,234523,Torino,Delantero centro,US Cremonese,2800000.0
Pietro Pellegri,364133,Torino,Delantero centro,Empoli FC,2000000.0
Amine Salama,980576,Torino,Delantero centro,NAC Breda,1500000.0
Tommaso Gabellini,1040080,Torino,Delantero centro,Torino Primavera,800000.0
